name,ra_Deg,dec_Deg,OBS_ID,PN_EXPIDSTR,PN_OBS_MODE,PN_DATE_OBS,GTI,photon_counts_0.3to10keV,photon_index_2to10keV,flux_0.3to10keV,luminosity_1d44_0.3to10keV
1ES 1927+654,291.8313,65.56506,0671860201,S002,PrimeSmallWindow,2011-05-20,28200.0,99866.27540715993,2.40093,1.037081518E-11,0.06735391127
1ES 1927+654,291.8313,65.56506,0830191101,S003,PrimeSmallWindow,2018-06-05,44300.0,216277.92285337523,3.16246,1.008537746E-11,0.0658955328
1ES 1927+654,291.8313,65.56506,0831790301,S003,PrimeSmallWindow,2018-12-12,50000.0,561909.4677802776,3.5,6.55397408E-11,0.4273885289
1H 0323+342,51.1715,34.17942,0764670101,S003,PrimeLargeWindow,2015-08-23,69000.0,272558.16099392273,1.72229,1.344429709E-11,1.173629581
1H 0323+342,51.1715,34.17942,0823780201,S004,PrimeLargeWindow,2018-08-14,50500.0,176063.16035425893,1.77832,1.151566773E-11,1.007622506
1H 0323+342,51.1715,34.17942,0823780301,S004,PrimeLargeWindow,2018-08-18,43000.0,130706.09997656888,1.84138,9.311145834E-12,0.8174811856
1H 0323+342,51.1715,34.17942,0823780401,S004,PrimeLargeWindow,2018-08-20,42500.0,222241.9659356672,1.81792,1.767878101E-11,1.545806894
1H 0323+342,51.1715,34.17942,0823780501,S004,PrimeLargeWindow,2018-08-24,46000.0,159034.9954719694,1.83823,1.097537672E-11,0.9619510438
1H 0323+342,51.1715,34.17942,0823780601,S004,PrimeLargeWindow,2018-09-05,44500.0,145018.87824149322,1.80842,1.038352053E-11,0.9085827377
1H 0323+342,51.1715,34.17942,0823780701,S004,PrimeLargeWindow,2018-09-09,46900.0,109812.66176432079,1.8001,7.507286108E-12,0.6576183797
1H 0419-577,66.5029,-57.20027,0148000201,S003,PrimeLargeWindow,2002-09-25,11500.0,24486.121939541597,1.00932,1.042353698E-11,2.643747558
1H 0419-577,66.5029,-57.20027,0148000401,S003,PrimeLargeWindow,2003-03-30,11900.0,32420.793472373363,1.61017,2.351846781E-11,6.444995626
1H 0419-577,66.5029,-57.20027,0148000501,S003,PrimeLargeWindow,2003-06-25,11400.0,26159.957753403436,1.52587,1.990921622E-11,5.400416588
1H 0419-577,66.5029,-57.20027,0148000601,S003,PrimeLargeWindow,2003-09-16,12100.0,24624.454281769715,1.51708,1.842868572E-11,4.950491277
1H 0419-577,66.5029,-57.20027,0604720301,S003,PrimeSmallWindow,2010-05-30,102200.0,809528.9338968394,1.69488,2.890049723E-11,7.987108977
1H 0419-577,66.5029,-57.20027,0604720401,S003,PrimeSmallWindow,2010-05-28,60400.0,429503.3989443334,1.68355,2.688246171E-11,7.395280384
1H 0419-577,66.5029,-57.20027,0820360101,S003,PrimeSmallWindow,2018-05-16,50100.0,311157.5606590178,1.66457,2.324215766E-11,6.395350704
1H 0419-577,66.5029,-57.20027,0820360201,S003,PrimeSmallWindow,2018-11-13,49000.0,349825.44961705763,1.66366,2.654975516E-11,7.304731426
1H 0707-495,107.172907,-49.551915,0110890201,S001,PrimeFullWindow,2000-10-21,40600.0,41753.82589081379,1.56321,2.225485131E-12,0.0856317345
1H 0707-495,107.172907,-49.551915,0148010301,S001,PrimeFullWindow,2002-10-13,68000.0,88473.02707219946,2.40333,7.030450474E-12,0.2715923393
1H 0707-495,107.172907,-49.551915,0506200201,S003,PrimeLargeWindow,2007-05-16,15600.0,9285.427193699295,1.4725,1.251039992E-12,0.04775730098
1H 0707-495,107.172907,-49.551915,0506200301,S003,PrimeLargeWindow,2007-05-14,38600.0,71511.57477672627,2.03097,3.731257287E-12,0.1431962527
1H 0707-495,107.172907,-49.551915,0506200401,S003,PrimeLargeWindow,2007-07-06,40600.0,75478.39133946612,2.27467,7.5933969E-12,0.2936837479
1H 0707-495,107.172907,-49.551915,0511580101,S001,PrimeLargeWindow,2008-01-29,90000.0,155094.02856753746,2.3804,6.563436542E-12,0.2533978504
1H 0707-495,107.172907,-49.551915,0511580201,S001,PrimeLargeWindow,2008-01-31,67000.0,130604.05882507839,2.58408,1.028224757E-11,0.3977961527
1H 0707-495,107.172907,-49.551915,0511580301,U002,PrimeLargeWindow,2008-02-02,72000.0,130324.75117265925,2.44722,8.270240484E-12,0.3198308631
1H 0707-495,107.172907,-49.551915,0511580401,U002,PrimeLargeWindow,2008-02-04,54000.0,69689.71951632388,2.23991,6.686826964E-12,0.2583072107
1H 0707-495,107.172907,-49.551915,0554710801,S003,PrimeLargeWindow,2011-01-12,29000.0,9917.326143521475,1.19891,8.97740323E-13,0.03398187041
1H 0707-495,107.172907,-49.551915,0653510301,S003,PrimeLargeWindow,2010-09-13,105000.0,175387.2600658898,2.348,6.59415444E-12,0.2546141872
1H 0707-495,107.172907,-49.551915,0653510401,S003,PrimeLargeWindow,2010-09-15,115000.0,232168.38783660225,2.57014,8.810314398E-12,0.3406067013
1H 0707-495,107.172907,-49.551915,0653510501,S003,PrimeLargeWindow,2010-09-17,99000.0,135972.8440675758,2.26851,6.714402295E-12,0.2591657778
1H 0707-495,107.172907,-49.551915,0653510601,S003,PrimeLargeWindow,2010-09-19,105000.0,194685.4019272355,2.47597,8.095496316E-12,0.313034895
1H 1934-063,294.387542,-6.218,0550451701,S003,PrimeSmallWindow,2009-04-28,17400.0,281186.2898160641,2.15354,5.494111625E-11,0.1269590227
1H 1934-063,294.387542,-6.218,0761870201,S003,PrimeSmallWindow,2015-10-01,120000.0,1581606.5357491043,2.08163,4.605654849E-11,0.1063939482
3C 120,68.296231,5.354339,0109131101,S001,PrimeSmallWindow,2002-09-06,12100.0,142317.26499017837,1.69743,6.009721425E-11,1.486329516
3C 120,68.296231,5.354339,0152840101,S003,PrimeSmallWindow,2003-08-26,118000.0,1668671.346705989,1.78163,6.981020855E-11,1.728419293
3C 120,68.296231,5.354339,0693781601,S003,PrimeSmallWindow,2013-02-06,45000.0,725524.9859413889,1.84661,7.576117354E-11,1.878467004
3C 120,68.296231,5.354339,0693781601_1,U002,PrimeSmallWindow,2013-02-07,59500.0,844332.7928430215,1.76773,7.21778127E-11,1.787184252
3C 120,68.296231,5.354339,0693782401,S003,PrimeSmallWindow,2013-02-08,28400.0,500125.90494882653,1.83021,8.207870948E-11,2.034487605
3C 390.3,280.537458,79.771424,0203720201,S003,PrimeSmallWindow,2004-10-08,51700.0,682007.2865622375,1.66004,6.15379188E-11,4.519679518
3C 390.3,280.537458,79.771424,0203720301,S003,PrimeSmallWindow,2004-10-17,32100.0,368801.8298498551,1.65961,5.503258014E-11,4.041175803
Ark 120,79.047588,-0.149827,0147190101,S003,PrimeSmallWindow,2003-08-24,90000.0,1709010.5543896377,1.92409,7.312489127E-11,1.78752093
Ark 120,79.047588,-0.149827,0693781501,S003,PrimeSmallWindow,2013-02-18,129500.0,1125703.2619669277,1.72939,3.815354021E-11,0.929402812
Ark 120,79.047588,-0.149827,0721600201,S003,PrimeSmallWindow,2014-03-18,86000.0,1649638.1758589188,1.9242,7.329335475E-11,1.792086465
Ark 120,79.047588,-0.149827,0721600301,S003,PrimeSmallWindow,2014-03-20,104500.0,1712657.8333334776,1.87776,6.5171235E-11,1.591726658
Ark 120,79.047588,-0.149827,0721600401,S003,PrimeSmallWindow,2014-03-22,118000.0,2140403.725907078,1.88369,7.265459386E-11,1.77428979
Ark 120,79.047588,-0.149827,0721600501,S003,PrimeSmallWindow,2014-03-24,113700.0,1855222.3472498527,1.85886,6.608449016E-11,1.613349977
Ark 564,340.663939,29.725364,0006810101,U002,PrimeSmallWindow,2000-06-17,10500.0,353007.04175497376,2.48806,9.161990571E-11,1.277258165
Ark 564,340.663939,29.725364,0006810301,U002,PrimeSmallWindow,2001-06-09,11500.0,232217.78876006912,2.40113,5.591040404E-11,0.7790497524
Ark 564,340.663939,29.725364,0206400101,U002,PrimeSmallWindow,2005-01-05,88900.0,2150355.6558758193,2.47436,6.985775656E-11,0.9723698862
Ark 564,340.663939,29.725364,0670130201,S003,PrimeSmallWindow,2011-05-24,59000.0,2247588.619089788,2.56271,1.037887936E-10,1.444533083
Ark 564,340.663939,29.725364,0670130301,S003,PrimeSmallWindow,2011-05-30,53000.0,1351888.7946759062,2.51907,6.771356623E-11,0.9424912866
Ark 564,340.663939,29.725364,0670130401,S003,PrimeSmallWindow,2011-06-05,50000.0,1242635.0909607843,2.45097,6.719856788E-11,0.9348108621
Ark 564,340.663939,29.725364,0670130501,S003,PrimeSmallWindow,2011-06-11,65000.0,2057574.9703323988,2.50818,8.427634411E-11,1.172553854
Ark 564,340.663939,29.725364,0670130601,S003,PrimeSmallWindow,2011-06-17,60400.0,1576126.000526673,2.46394,7.284977277E-11,1.013693132
Ark 564,340.663939,29.725364,0670130701,S003,PrimeSmallWindow,2011-06-25,40000.0,636316.9951706621,2.40157,4.417605598E-11,0.6145429756
Ark 564,340.663939,29.725364,0670130801,S003,PrimeSmallWindow,2011-06-29,57700.0,1560440.1081899253,2.46327,7.287830504E-11,1.013931275
Ark 564,340.663939,29.725364,0670130901,S003,PrimeSmallWindow,2011-07-01,55000.0,1136585.6318527642,2.51895,9.53467533E-11,1.327169833
Ark 564,340.663939,29.725364,0830540101,S004,PrimeSmallWindow,2018-12-01,100000.0,1972113.7316135063,2.42645,5.382903135E-11,0.7489766362
Ark 564,340.663939,29.725364,0830540201,S004,PrimeSmallWindow,2018-12-03,106000.0,2379657.8116762675,2.45104,6.09717556E-11,0.8485112049
CTS A08.12,323.009023,-33.715025,0201130301,S003,PrimeSmallWindow,2004-10-30,42500.0,99376.54180482832,1.44936,1.174094117E-11,0.2384602228
ESO 113-G010,16.319708,-58.437278,0301890101,S003,PrimeFullWindow,2005-11-10,83000.0,115733.03219774448,1.86972,8.314758161E-12,0.1253079697
ESO 198-G24,39.581889,-52.192377,0067190101,S003,PrimeFullWindow,2001-01-24,28000.0,74104.732723596,1.70509,2.50020772E-11,1.200676537
ESO 198-G24,39.581889,-52.192377,0305370101,S003,PrimeSmallWindow,2006-02-04,115000.0,456991.1984536333,1.6589,1.791398841E-11,0.8588149276
ESO 362-G18,79.89916,-32.657585,0610180101,S001,PrimeSmallWindow,2010-01-29,59500.0,139118.1924333479,1.20278,1.415875697E-11,0.0485233503
ESO 362-G18,79.89916,-32.657585,0790810101,S003,PrimeSmallWindow,2016-09-24,119200.0,293360.71034053754,1.35338,1.238552981E-11,0.04255626526
